artist,MFI,album,song,original_path,original_file,16k_path,16k_file,sample_full
Ariana Grande,mujer,Dangerous Woman,04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/04. Into You.flac,..\data\masterDS,..\data\masterDS\04. Into You8.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Somewhere Over The Rainbow (Live From Manchester),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Somewhere Over The Rainbow (Live From Manchester).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Somewhere Over The Rainbow (Live From Manchester)11.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),10. Sometimes,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/10. Sometimes.flac,..\data\masterDS,..\data\masterDS\10. Sometimes19.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),09. Love Me Harder,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/09. Love Me Harder.flac,..\data\masterDS,..\data\masterDS\09. Love Me Harder17.flac,sample
Ariana Grande,mujer,My Everything,07. Be My Baby,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/07. Be My Baby.flac,..\data\masterDS,..\data\masterDS\07. Be My Baby18.flac,sample
Ariana Grande,mujer,Sweetener,10. no tears left to cry,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/10. no tears left to cry.flac,..\data\masterDS,..\data\masterDS\10. no tears left to cry6.flac,sample
Ariana Grande,mujer,Positions (Deluxe),04. just like magic,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/04. just like magic.flac,..\data\masterDS,..\data\masterDS\04. just like magic8.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),05. Side To Side,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/05. Side To Side.flac,..\data\masterDS,..\data\masterDS\05. Side To Side17.flac,sample
Ariana Grande,mujer,Sweetener,05. God is a woman,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/05. God is a woman.flac,..\data\masterDS,..\data\masterDS\05. God is a woman4.flac,sample
Ariana Grande,mujer,Yours Truly,07. Daydreamin',/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/07. Daydreamin'.flac,..\data\masterDS,..\data\masterDS\07. Daydreamin'12.flac,sample
Ariana Grande,mujer,Christmas & Chill,06. Winter Things,/audio/mujer/Ariana Grande/Christmas & Chill,/audio/mujer/Ariana Grande/Christmas & Chill/06. Winter Things.flac,..\data\masterDS,..\data\masterDS\06. Winter Things7.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande & Rain On Me (Purple Disco Machine Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Purple Disco Machine Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Purple Disco Machine Remix)31.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - MONOPOLY,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - MONOPOLY.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - MONOPOLY14.flac,sample
Ariana Grande,mujer,Positions (Deluxe),11. love language,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/11. love language.flac,..\data\masterDS,..\data\masterDS\11. love language13.flac,sample
Ariana Grande,mujer,k bye for now (swt live),21. only 1 (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/21. only 1 (live).flac,..\data\masterDS,..\data\masterDS\21. only 1 (live)12.flac,sample
Ariana Grande,mujer,k bye for now (swt live),18. break your heart right back (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/18. break your heart right back (live).flac,..\data\masterDS,..\data\masterDS\18. break your heart right back (live)10.flac,sample
Ariana Grande,mujer,k bye for now (swt live),06. be alright (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/06. be alright (live).flac,..\data\masterDS,..\data\masterDS\06. be alright (live)13.flac,sample
Ariana Grande,mujer,k bye for now (swt live),31. no tears left to cry (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/31. no tears left to cry (live).flac,..\data\masterDS,..\data\masterDS\31. no tears left to cry (live)3.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/04. Into You.flac,..\data\masterDS,..\data\masterDS\04. Into You23.flac,sample
Ariana Grande,mujer,Positions,01. shut up,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/01. shut up.flac,..\data\masterDS,..\data\masterDS\01. shut up12.flac,sample
Ariana Grande,mujer,Sweetener,12. better off,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/12. better off.flac,..\data\masterDS,..\data\masterDS\12. better off13.flac,sample
Ariana Grande,mujer,Positions (Deluxe),16. test drive,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/16. test drive.flac,..\data\masterDS,..\data\masterDS\16. test drive10.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Santa Tell Me,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Santa Tell Me.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Santa Tell Me11.flac,sample
Ariana Grande,mujer,"thank u, next",08. ghostin,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/08. ghostin.flac",..\data\masterDS,..\data\masterDS\08. ghostin19.flac,sample
Ariana Grande,mujer,Dangerous Woman,11. I Don't Care,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/11. I Don't Care.flac,..\data\masterDS,..\data\masterDS\11. I Don't Care14.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),14. Only 1,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/14. Only 1.flac,..\data\masterDS,..\data\masterDS\14. Only 14.flac,sample
Ariana Grande,mujer,k bye for now (swt live),30. break free (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/30. break free (live).flac,..\data\masterDS,..\data\masterDS\30. break free (live)14.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),15. Thinking Bout You,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/15. Thinking Bout You.flac,..\data\masterDS,..\data\masterDS\15. Thinking Bout You17.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),05. Break Free,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/05. Break Free.flac,..\data\masterDS,..\data\masterDS\05. Break Free9.flac,sample
Ariana Grande,mujer,Positions (Deluxe),03. motive,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/03. motive.flac,..\data\masterDS,..\data\masterDS\03. motive5.flac,sample
Ariana Grande,mujer,Yours Truly,10. Almost Is Never Enough,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/10. Almost Is Never Enough.flac,..\data\masterDS,..\data\masterDS\10. Almost Is Never Enough16.flac,sample
Ariana Grande,mujer,Dangerous Woman,13. Touch It,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/13. Touch It.flac,..\data\masterDS,..\data\masterDS\13. Touch It13.flac,sample
Ariana Grande,mujer,Problem,03. Problem,/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/03. Problem.flac,..\data\masterDS,..\data\masterDS\03. Problem1.flac,sample
Ariana Grande,mujer,My Everything,04. Why Try,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/04. Why Try.flac,..\data\masterDS,..\data\masterDS\04. Why Try10.flac,sample
Ariana Grande,mujer,Problem,03. Problem,/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/03. Problem.flac,..\data\masterDS,..\data\masterDS\03. Problem16.flac,sample
Ariana Grande,mujer,Yours Truly,09. You’ll Never Know,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/09. You’ll Never Know.flac,..\data\masterDS,..\data\masterDS\09. You’ll Never Know20.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),14. Only 1,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/14. Only 1.flac,..\data\masterDS,..\data\masterDS\14. Only 114.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande & The Weeknd - Save Your Tears (Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & The Weeknd - Save Your Tears (Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & The Weeknd - Save Your Tears (Remix)13.flac,sample
Ariana Grande,mujer,Problem,01. Problem (Dawin Remix),/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/01. Problem (Dawin Remix).flac,..\data\masterDS,..\data\masterDS\01. Problem (Dawin Remix)6.flac,sample
Ariana Grande,mujer,My Everything,10. Just A Little Bit Of Your Heart,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/10. Just A Little Bit Of Your Heart.flac,..\data\masterDS,..\data\masterDS\10. Just A Little Bit Of Your Heart20.flac,sample
Ariana Grande,mujer,Dangerous Woman,02. Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/02. Dangerous Woman.flac,..\data\masterDS,..\data\masterDS\02. Dangerous Woman15.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),13. Touch It,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/13. Touch It.flac,..\data\masterDS,..\data\masterDS\13. Touch It15.flac,sample
Ariana Grande,mujer,k bye for now (swt live),02. god is a woman (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/02. god is a woman (live).flac,..\data\masterDS,..\data\masterDS\02. god is a woman (live)13.flac,sample
Ariana Grande,mujer,Yours Truly,05. Lovin' It,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/05. Lovin' It.flac,..\data\masterDS,..\data\masterDS\05. Lovin' It17.flac,sample
Ariana Grande,mujer,Problem,02. Problem,/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/02. Problem.flac,..\data\masterDS,..\data\masterDS\02. Problem7.flac,sample
Ariana Grande,mujer,Positions,04. just like magic,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/04. just like magic.flac,..\data\masterDS,..\data\masterDS\04. just like magic9.flac,sample
Ariana Grande,mujer,Christmas & Chill,02. Wit It This Christmas,/audio/mujer/Ariana Grande/Christmas & Chill,/audio/mujer/Ariana Grande/Christmas & Chill/02. Wit It This Christmas.flac,..\data\masterDS,..\data\masterDS\02. Wit It This Christmas12.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),04. Why Try,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/04. Why Try.flac,..\data\masterDS,..\data\masterDS\04. Why Try11.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/17. Jason's Song (Gave It Away).flac,..\data\masterDS,..\data\masterDS\17. Jason's Song (Gave It Away)4.flac,sample
Ariana Grande,mujer,My Everything,04. Why Try,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/04. Why Try.flac,..\data\masterDS,..\data\masterDS\04. Why Try18.flac,sample
Ariana Grande,mujer,"thank u, next","11. thank u, next","/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/11. thank u, next.flac",..\data\masterDS,"..\data\masterDS\11. thank u, next12.flac",sample
Ariana Grande,mujer,Singles,Ariana Grande & Rain On Me (Purple Disco Machine Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Purple Disco Machine Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Purple Disco Machine Remix)21.flac,sample
Ariana Grande,mujer,k bye for now (swt live),17. you'll never know (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/17. you'll never know (live).flac,..\data\masterDS,..\data\masterDS\17. you'll never know (live)3.flac,sample
Ariana Grande,mujer,k bye for now (swt live),23. get well soon (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/23. get well soon (live).flac,..\data\masterDS,..\data\masterDS\23. get well soon (live)7.flac,sample
Ariana Grande,mujer,k bye for now (swt live),16. right there (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/16. right there (live).flac,..\data\masterDS,..\data\masterDS\16. right there (live)3.flac,sample
Ariana Grande,mujer,Positions,12. positions,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/12. positions.flac,..\data\masterDS,..\data\masterDS\12. positions5.flac,sample
Ariana Grande,mujer,k bye for now (swt live),20. tattooed heart (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/20. tattooed heart (live).flac,..\data\masterDS,..\data\masterDS\20. tattooed heart (live)20.flac,sample
Ariana Grande,mujer,k bye for now (swt live),05. r.e.m (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/05. r.e.m (live).flac,..\data\masterDS,..\data\masterDS\05. r.e.m (live)13.flac,sample
Ariana Grande,mujer,k bye for now (swt live),02. god is a woman (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/02. god is a woman (live).flac,..\data\masterDS,..\data\masterDS\02. god is a woman (live)17.flac,sample
Ariana Grande,mujer,Positions,01. shut up,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/01. shut up.flac,..\data\masterDS,..\data\masterDS\01. shut up15.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),11. I Don't Care,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/11. I Don't Care.flac,..\data\masterDS,..\data\masterDS\11. I Don't Care13.flac,sample
Ariana Grande,mujer,Yours Truly,08. The Way,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/08. The Way.flac,..\data\masterDS,..\data\masterDS\08. The Way4.flac,sample
Ariana Grande,mujer,"thank u, next",04. bloodline,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/04. bloodline.flac",..\data\masterDS,..\data\masterDS\04. bloodline1.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),16. Step On Up,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/16. Step On Up.flac,..\data\masterDS,..\data\masterDS\16. Step On Up15.flac,sample
Ariana Grande,mujer,Positions (Deluxe),13. obvious,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/13. obvious.flac,..\data\masterDS,..\data\masterDS\13. obvious14.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),11. Hands On Me,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/11. Hands On Me.flac,..\data\masterDS,..\data\masterDS\11. Hands On Me4.flac,sample
Ariana Grande,mujer,Yours Truly,09. You’ll Never Know,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/09. You’ll Never Know.flac,..\data\masterDS,..\data\masterDS\09. You’ll Never Know3.flac,sample
Ariana Grande,mujer,Dangerous Woman,04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/04. Into You.flac,..\data\masterDS,..\data\masterDS\04. Into You15.flac,sample
Ariana Grande,mujer,Dangerous Woman,05. Side To Side,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/05. Side To Side.flac,..\data\masterDS,..\data\masterDS\05. Side To Side14.flac,sample
Ariana Grande,mujer,k bye for now (swt live),28. my heart belongs to daddy (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/28. my heart belongs to daddy (live).flac,..\data\masterDS,..\data\masterDS\28. my heart belongs to daddy (live)1.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Stuck with U,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Stuck with U.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Stuck with U20.flac,sample
Ariana Grande,mujer,k bye for now (swt live),28. my heart belongs to daddy (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/28. my heart belongs to daddy (live).flac,..\data\masterDS,..\data\masterDS\28. my heart belongs to daddy (live)6.flac,sample
Ariana Grande,mujer,k bye for now (swt live),02. god is a woman (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/02. god is a woman (live).flac,..\data\masterDS,..\data\masterDS\02. god is a woman (live)20.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),01. Intro,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/01. Intro.flac,..\data\masterDS,..\data\masterDS\01. Intro3.flac,sample
Ariana Grande,mujer,My Everything,09. Love Me Harder,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/09. Love Me Harder.flac,..\data\masterDS,..\data\masterDS\09. Love Me Harder1.flac,sample
Ariana Grande,mujer,Positions (Deluxe),02. 34+35,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/02. 34+35.flac,..\data\masterDS,..\data\masterDS\02. 34+3513.flac,sample
Ariana Grande,mujer,k bye for now (swt live),13. needy (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/13. needy (live).flac,..\data\masterDS,..\data\masterDS\13. needy (live)15.flac,sample
