,MFI,artist,album,song,original_path,original_file,16k_path,16k_file,sample_full
2104,mujer,Ariana Grande,My Everything (Deluxe),15. You Don't Know Me,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/15. You Don't Know Me.flac,..\data\masterDS,..\data\masterDS\15. You Don't Know Me0.flac,full
2128,mujer,Ariana Grande,Positions,01. shut up,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/01. shut up.flac,..\data\masterDS,..\data\masterDS\01. shut up0.flac,full
2144,mujer,Ariana Grande,Positions,02. 34+35,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/02. 34+35.flac,..\data\masterDS,..\data\masterDS\02. 34+350.flac,full
2162,mujer,Ariana Grande,Positions,03. motive,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/03. motive.flac,..\data\masterDS,..\data\masterDS\03. motive0.flac,full
2179,mujer,Ariana Grande,Positions,04. just like magic,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/04. just like magic.flac,..\data\masterDS,..\data\masterDS\04. just like magic0.flac,full
2194,mujer,Ariana Grande,Positions,05. off the table,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/05. off the table.flac,..\data\masterDS,..\data\masterDS\05. off the table0.flac,full
2218,mujer,Ariana Grande,Positions,06. six thirty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/06. six thirty.flac,..\data\masterDS,..\data\masterDS\06. six thirty0.flac,full
2237,mujer,Ariana Grande,Positions,07. safety net,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/07. safety net.flac,..\data\masterDS,..\data\masterDS\07. safety net0.flac,full
2258,mujer,Ariana Grande,Positions,08. my hair,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/08. my hair.flac,..\data\masterDS,..\data\masterDS\08. my hair0.flac,full
2274,mujer,Ariana Grande,Positions,09. nasty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/09. nasty.flac,..\data\masterDS,..\data\masterDS\09. nasty0.flac,full
2295,mujer,Ariana Grande,Positions,10. west side,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/10. west side.flac,..\data\masterDS,..\data\masterDS\10. west side0.flac,full
2309,mujer,Ariana Grande,Positions,11. love language,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/11. love language.flac,..\data\masterDS,..\data\masterDS\11. love language0.flac,full
2327,mujer,Ariana Grande,Positions,12. positions,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/12. positions.flac,..\data\masterDS,..\data\masterDS\12. positions0.flac,full
2345,mujer,Ariana Grande,Positions,13. obvious,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/13. obvious.flac,..\data\masterDS,..\data\masterDS\13. obvious0.flac,full
2360,mujer,Ariana Grande,Positions,14. pov,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/14. pov.flac,..\data\masterDS,..\data\masterDS\14. pov0.flac,full
2381,mujer,Ariana Grande,Positions (Deluxe),01. shut up,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/01. shut up.flac,..\data\masterDS,..\data\masterDS\01. shut up0.flac,full
2397,mujer,Ariana Grande,Positions (Deluxe),02. 34+35,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/02. 34+35.flac,..\data\masterDS,..\data\masterDS\02. 34+350.flac,full
2415,mujer,Ariana Grande,Positions (Deluxe),03. motive,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/03. motive.flac,..\data\masterDS,..\data\masterDS\03. motive0.flac,full
2432,mujer,Ariana Grande,Positions (Deluxe),04. just like magic,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/04. just like magic.flac,..\data\masterDS,..\data\masterDS\04. just like magic0.flac,full
2447,mujer,Ariana Grande,Positions (Deluxe),05. off the table,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/05. off the table.flac,..\data\masterDS,..\data\masterDS\05. off the table0.flac,full
2471,mujer,Ariana Grande,Positions (Deluxe),06. six thirty,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/06. six thirty.flac,..\data\masterDS,..\data\masterDS\06. six thirty0.flac,full
2490,mujer,Ariana Grande,Positions (Deluxe),07. safety net,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/07. safety net.flac,..\data\masterDS,..\data\masterDS\07. safety net0.flac,full
2511,mujer,Ariana Grande,Positions (Deluxe),08. my hair,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/08. my hair.flac,..\data\masterDS,..\data\masterDS\08. my hair0.flac,full
2527,mujer,Ariana Grande,Positions (Deluxe),09. nasty,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/09. nasty.flac,..\data\masterDS,..\data\masterDS\09. nasty0.flac,full
2548,mujer,Ariana Grande,Positions (Deluxe),10. west side,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/10. west side.flac,..\data\masterDS,..\data\masterDS\10. west side0.flac,full
2562,mujer,Ariana Grande,Positions (Deluxe),11. love language,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/11. love language.flac,..\data\masterDS,..\data\masterDS\11. love language0.flac,full
2580,mujer,Ariana Grande,Positions (Deluxe),12. positions,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/12. positions.flac,..\data\masterDS,..\data\masterDS\12. positions0.flac,full
2598,mujer,Ariana Grande,Positions (Deluxe),13. obvious,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/13. obvious.flac,..\data\masterDS,..\data\masterDS\13. obvious0.flac,full
2613,mujer,Ariana Grande,Positions (Deluxe),14. pov,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/14. pov.flac,..\data\masterDS,..\data\masterDS\14. pov0.flac,full
2634,mujer,Ariana Grande,Positions (Deluxe),15. someone like u (interlude),/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/15. someone like u (interlude).flac,..\data\masterDS,..\data\masterDS\15. someone like u (interlude)0.flac,full
2642,mujer,Ariana Grande,Positions (Deluxe),16. test drive,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/16. test drive.flac,..\data\masterDS,..\data\masterDS\16. test drive0.flac,full
2655,mujer,Ariana Grande,Positions (Deluxe),17. 34+35 (Remix),/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/17. 34+35 (Remix).flac,..\data\masterDS,..\data\masterDS\17. 34+35 (Remix)0.flac,full
2674,mujer,Ariana Grande,Positions (Deluxe),18. worst behavior,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/18. worst behavior.flac,..\data\masterDS,..\data\masterDS\18. worst behavior0.flac,full
2687,mujer,Ariana Grande,Positions (Deluxe),19. main thing,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/19. main thing.flac,..\data\masterDS,..\data\masterDS\19. main thing0.flac,full
2700,mujer,Ariana Grande,Problem,01. Problem (Dawin Remix),/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/01. Problem (Dawin Remix).flac,..\data\masterDS,..\data\masterDS\01. Problem (Dawin Remix)0.flac,full
2721,mujer,Ariana Grande,Problem,02. Problem,/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/02. Problem.flac,..\data\masterDS,..\data\masterDS\02. Problem0.flac,full
2741,mujer,Ariana Grande,Problem,03. Problem,/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/03. Problem.flac,..\data\masterDS,..\data\masterDS\03. Problem0.flac,full
2768,mujer,Ariana Grande,Side To Side (Remixes),01. Side To Side (Slushii Remix),/audio/mujer/Ariana Grande/Side To Side (Remixes),/audio/mujer/Ariana Grande/Side To Side (Remixes)/01. Side To Side (Slushii Remix).flac,..\data\masterDS,..\data\masterDS\01. Side To Side (Slushii Remix)0.flac,full
2789,mujer,Ariana Grande,Side To Side (Remixes),02. Side To Side (Phantoms Remix),/audio/mujer/Ariana Grande/Side To Side (Remixes),/audio/mujer/Ariana Grande/Side To Side (Remixes)/02. Side To Side (Phantoms Remix).flac,..\data\masterDS,..\data\masterDS\02. Side To Side (Phantoms Remix)0.flac,full
2815,mujer,Ariana Grande,Singles,Ariana Grande & Idina Menzel - A Hand For Mrs. Claus,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Idina Menzel - A Hand For Mrs. Claus.flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Idina Menzel - A Hand For Mrs. Claus0.flac,full
2830,mujer,Ariana Grande,Singles,Ariana Grande & Jessie J - Bang Bang,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Jessie J - Bang Bang.flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Jessie J - Bang Bang0.flac,full
2850,mujer,Ariana Grande,Singles,Ariana Grande & MAC MILLER - My Favorite Part,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & MAC MILLER - My Favorite Part.flac,..\data\masterDS,..\data\masterDS\Ariana Grande & MAC MILLER - My Favorite Part0.flac,full
2872,mujer,Ariana Grande,Singles,Ariana Grande & Rain On Me (Purple Disco Machine Remix - Edit),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Purple Disco Machine Remix - Edit).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Purple Disco Machine Remix - Edit)0.flac,full
2896,mujer,Ariana Grande,Singles,Ariana Grande & Rain On Me (Purple Disco Machine Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Purple Disco Machine Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Purple Disco Machine Remix)0.flac,full
2936,mujer,Ariana Grande,Singles,Ariana Grande & Rain On Me (Ralphi Rosario Remix - Edit),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Ralphi Rosario Remix - Edit).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Ralphi Rosario Remix - Edit)0.flac,full
2960,mujer,Ariana Grande,Singles,Ariana Grande & Rain On Me (Ralphi Rosario Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Ralphi Rosario Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Ralphi Rosario Remix)0.flac,full
3006,mujer,Ariana Grande,Singles,Ariana Grande & The Weeknd - Save Your Tears (Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & The Weeknd - Save Your Tears (Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & The Weeknd - Save Your Tears (Remix)0.flac,full
3026,mujer,Ariana Grande,Singles,Ariana Grande - 34+35 (Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - 34+35 (Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - 34+35 (Remix)0.flac,full
3045,mujer,Ariana Grande,Singles,Ariana Grande - 7 rings (Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - 7 rings (Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - 7 rings (Remix)0.flac,full
3063,mujer,Ariana Grande,Singles,Ariana Grande - boyfriend,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - boyfriend.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - boyfriend0.flac,full
3082,mujer,Ariana Grande,Singles,Ariana Grande - Focus,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Focus.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Focus0.flac,full
3104,mujer,Ariana Grande,Singles,Ariana Grande - Into You (3LAU Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Into You (3LAU Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Into You (3LAU Remix)0.flac,full
3124,mujer,Ariana Grande,Singles,Ariana Grande - Into You (Alex Ghenea Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Into You (Alex Ghenea Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Into You (Alex Ghenea Remix)0.flac,full
3146,mujer,Ariana Grande,Singles,Ariana Grande - Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Jason's Song (Gave It Away).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Jason's Song (Gave It Away)0.flac,full
3173,mujer,Ariana Grande,Singles,Ariana Grande - MONOPOLY,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - MONOPOLY.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - MONOPOLY0.flac,full
3189,mujer,Ariana Grande,Singles,Ariana Grande - Put Your Hearts Up,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Put Your Hearts Up.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Put Your Hearts Up0.flac,full
3211,mujer,Ariana Grande,Singles,Ariana Grande - Santa Tell Me,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Santa Tell Me.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Santa Tell Me0.flac,full
3232,mujer,Ariana Grande,Singles,Ariana Grande - Somewhere Over The Rainbow (Live From Manchester),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Somewhere Over The Rainbow (Live From Manchester).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Somewhere Over The Rainbow (Live From Manchester)0.flac,full
3260,mujer,Ariana Grande,Singles,Ariana Grande - Stuck with U,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Stuck with U.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Stuck with U0.flac,full
3283,mujer,Ariana Grande,Sweetener,01. raindrops (an angel cried),/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/01. raindrops (an angel cried).flac,..\data\masterDS,..\data\masterDS\01. raindrops (an angel cried)0.flac,full
3287,mujer,Ariana Grande,Sweetener,02. blazed,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/02. blazed.flac,..\data\masterDS,..\data\masterDS\02. blazed0.flac,full
3307,mujer,Ariana Grande,Sweetener,03. the light is coming,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/03. the light is coming.flac,..\data\masterDS,..\data\masterDS\03. the light is coming0.flac,full
3330,mujer,Ariana Grande,Sweetener,04. R.E.M,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/04. R.E.M.flac,..\data\masterDS,..\data\masterDS\04. R.E.M0.flac,full
3355,mujer,Ariana Grande,Sweetener,05. God is a woman,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/05. God is a woman.flac,..\data\masterDS,..\data\masterDS\05. God is a woman0.flac,full
3375,mujer,Ariana Grande,Sweetener,06. sweetener,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/06. sweetener.flac,..\data\masterDS,..\data\masterDS\06. sweetener0.flac,full
3396,mujer,Ariana Grande,Sweetener,07. successful,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/07. successful.flac,..\data\masterDS,..\data\masterDS\07. successful0.flac,full
3419,mujer,Ariana Grande,Sweetener,08. everytime,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/08. everytime.flac,..\data\masterDS,..\data\masterDS\08. everytime0.flac,full
3437,mujer,Ariana Grande,Sweetener,09. breathin,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/09. breathin.flac,..\data\masterDS,..\data\masterDS\09. breathin0.flac,full
3457,mujer,Ariana Grande,Sweetener,10. no tears left to cry,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/10. no tears left to cry.flac,..\data\masterDS,..\data\masterDS\10. no tears left to cry0.flac,full
3478,mujer,Ariana Grande,Sweetener,11. borderline,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/11. borderline.flac,..\data\masterDS,..\data\masterDS\11. borderline0.flac,full
3496,mujer,Ariana Grande,Sweetener,12. better off,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/12. better off.flac,..\data\masterDS,..\data\masterDS\12. better off0.flac,full
3514,mujer,Ariana Grande,Sweetener,13. goodnight n go,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/13. goodnight n go.flac,..\data\masterDS,..\data\masterDS\13. goodnight n go0.flac,full
3533,mujer,Ariana Grande,Sweetener,14. pete davidson,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/14. pete davidson.flac,..\data\masterDS,..\data\masterDS\14. pete davidson0.flac,full
3541,mujer,Ariana Grande,Sweetener,15. get well soon,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/15. get well soon.flac,..\data\masterDS,..\data\masterDS\15. get well soon0.flac,full
3574,mujer,Ariana Grande,"thank u, next",01. imagine,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/01. imagine.flac",..\data\masterDS,..\data\masterDS\01. imagine0.flac,full
3596,mujer,Ariana Grande,"thank u, next",02. needy,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/02. needy.flac",..\data\masterDS,..\data\masterDS\02. needy0.flac,full
3614,mujer,Ariana Grande,"thank u, next",03. NASA,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/03. NASA.flac",..\data\masterDS,..\data\masterDS\03. NASA0.flac,full
3633,mujer,Ariana Grande,"thank u, next",04. bloodline,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/04. bloodline.flac",..\data\masterDS,..\data\masterDS\04. bloodline0.flac,full
3655,mujer,Ariana Grande,"thank u, next",05. fake smile,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/05. fake smile.flac",..\data\masterDS,..\data\masterDS\05. fake smile0.flac,full
